videoId,metaData,viewCount,likeCount,commentCount
PAPQWEBTMGA,"{'kind': 'youtube#searchResult', 'etag': 'EWln4qwx9cHdO5RaLAIGnu4y4C0', 'id': {'kind': 'youtube#video', 'videoId': 'PAPQWEBTMGA'}, 'snippet': {'publishedAt': '2020-07-17T10:03:57Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Cara Membangun Bisnis Online untuk Pemula dengan Digital Marketing', 'description': 'Di video ini saya membahas cara membangun bisnis online untuk pemula dengan menggunakan digital marketing.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PAPQWEBTMGA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-17T10:03:57Z'}}",302115,7912,7912
BgBfFZi4bX0,"{'kind': 'youtube#searchResult', 'etag': '914r6R5FEXfYnjh6s9hhHBoXP2w', 'id': {'kind': 'youtube#video', 'videoId': 'BgBfFZi4bX0'}, 'snippet': {'publishedAt': '2020-11-30T12:00:03Z', 'channelId': 'UCgRx_UL3vB_BjKJjGvthzgw', 'title': 'Mengenal Lebih Dalam Profesi Digital Marketing', 'description': 'Punya cita-cita berkarier di bidang Digital Marketing? Skill apa sih yang harus dimiliki jika ingin menekuni karier sebagai Digital ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/BgBfFZi4bX0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BgBfFZi4bX0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BgBfFZi4bX0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Kinibisa', 'liveBroadcastContent': 'none', 'publishTime': '2020-11-30T12:00:03Z'}}",2100,74,74
wZZnxXyES80,"{'kind': 'youtube#searchResult', 'etag': 'EjvsRxISG1XT_1RRUkbfiMNd4n8', 'id': {'kind': 'youtube#video', 'videoId': 'wZZnxXyES80'}, 'snippet': {'publishedAt': '2019-05-22T14:30:06Z', 'channelId': 'UCWquNQV8Y0_defMKnGKrFOQ', 'title': 'Digital Marketing for Beginners: 7 Strategies That Work', 'description': 'New to the world of digital marketing? Learn 7 digital marketing strategies that actually work to get you more traffic.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wZZnxXyES80/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ahrefs', 'liveBroadcastContent': 'none', 'publishTime': '2019-05-22T14:30:06Z'}}",959905,23223,23223
Tj3n77fyR6E,"{'kind': 'youtube#searchResult', 'etag': 'IOU7swwfk7Ylwgb3c2XbG8JMpTY', 'id': {'kind': 'youtube#video', 'videoId': 'Tj3n77fyR6E'}, 'snippet': {'publishedAt': '2019-09-07T03:17:12Z', 'channelId': 'UC9-q9rdOuhIGpIn0isEnN7Q', 'title': 'Cara membuat Team digital marketing sendiri', 'description': 'Cara Membuat Team Digital untuk pemula Join Club SB1M : https://sb1mofficial.com Channel Telegram : https://t.me/sb1mfree ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Tj3n77fyR6E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Tj3n77fyR6E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Tj3n77fyR6E/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'SB1M OFFICIAL', 'liveBroadcastContent': 'none', 'publishTime': '2019-09-07T03:17:12Z'}}",57899,1825,1825
_TVVT5HlFeA,"{'kind': 'youtube#searchResult', 'etag': '5a2I93pNZEUyLpTPQxWMH-4q1Vg', 'id': {'kind': 'youtube#video', 'videoId': '_TVVT5HlFeA'}, 'snippet': {'publishedAt': '2021-12-30T01:14:27Z', 'channelId': 'UCBy3xyDva2tJf-36ncIDA5A', 'title': 'BOOTCAMP DIGITAL MARKETING WORTH IT GAK? 14 JUTA VS 400 RIBU', 'description': 'Tiap minggu #sidehustler (tim aku di kantor) bakalan ngobrol2 bareng dan ceritain 1 topik seputar kehidupan dan digital ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_TVVT5HlFeA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Frastika Geovani', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-30T01:14:27Z'}}",1419,47,47
h95cQkEWBx0,"{'kind': 'youtube#searchResult', 'etag': '49Q3JjEVajEwRC1X-NnPc3PS2Ak', 'id': {'kind': 'youtube#video', 'videoId': 'h95cQkEWBx0'}, 'snippet': {'publishedAt': '2021-01-18T14:00:10Z', 'channelId': 'UCKU0u3VbuYn0wD3CUr-Yn6A', 'title': 'Digital Marketing 101 (A Beginner’s Guide To Marketing)', 'description': ""Digital Marketing 101 (A Beginner's Guide To Marketing) Get FREE access to “The One-Page Marketing Cheatsheet” here: ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/h95cQkEWBx0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/h95cQkEWBx0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/h95cQkEWBx0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Adam Erhart', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-18T14:00:10Z'}}",170343,5712,5712
hkOZhCkUR3k,"{'kind': 'youtube#searchResult', 'etag': 'i0Zws8M1zlghaK-28HnWzck6DmI', 'id': {'kind': 'youtube#video', 'videoId': 'hkOZhCkUR3k'}, 'snippet': {'publishedAt': '2020-07-14T12:00:11Z', 'channelId': 'UCzDNsDnN55mXW65zSGAnHeQ', 'title': 'Berapa Gaji Digital Marketer? | DigitalMarketingInsight', 'description': 'Purwadhika #gaji #digital #marketing Seiring dengan pertumbuhan digital teknologi, strategi marketing pun beralih dari ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/hkOZhCkUR3k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hkOZhCkUR3k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hkOZhCkUR3k/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Purwadhika Digital Technology School', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-14T12:00:11Z'}}",22085,378,378
MpUfTaTbkDM,"{'kind': 'youtube#searchResult', 'etag': 'cTa6YLc7zLOIuAwPHLR3YRFk65A', 'id': {'kind': 'youtube#video', 'videoId': 'MpUfTaTbkDM'}, 'snippet': {'publishedAt': '2021-07-30T12:00:11Z', 'channelId': 'UCtDEmApqFftqJHXrkNIgIug', 'title': 'Cara Mudah Belajar Digital Marketing', 'description': 'Kamu lagi belajar digital marketing ? sudah beberapa kali belajar tapi masih aja belum mengerti.. tonton video ini, hanya 15 ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/MpUfTaTbkDM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MpUfTaTbkDM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MpUfTaTbkDM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Marco Digital Partner', 'liveBroadcastContent': 'none', 'publishTime': '2021-07-30T12:00:11Z'}}",2937,107,107
7sRyflzOc1Y,"{'kind': 'youtube#searchResult', 'etag': '-6-lvowQ1jDYTJFnxFMCqRgndzQ', 'id': {'kind': 'youtube#video', 'videoId': '7sRyflzOc1Y'}, 'snippet': {'publishedAt': '2022-04-20T12:30:02Z', 'channelId': 'UCWquNQV8Y0_defMKnGKrFOQ', 'title': '11 Digital Marketing Skills You Should Master', 'description': ""In this video, you'll learn 11 in-demand digital marketing skills to that are important to develop for your digital marketing career."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/7sRyflzOc1Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7sRyflzOc1Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7sRyflzOc1Y/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ahrefs', 'liveBroadcastContent': 'none', 'publishTime': '2022-04-20T12:30:02Z'}}",20139,901,901
x5K6udV_Vo0,"{'kind': 'youtube#searchResult', 'etag': '8Dwi-NezuKmsmPDgvCYmRTtqYc0', 'id': {'kind': 'youtube#video', 'videoId': 'x5K6udV_Vo0'}, 'snippet': {'publishedAt': '2022-01-07T10:00:28Z', 'channelId': 'UCOjbYA8Swqvm2ckTGf5DeLA', 'title': 'Mengenal Dunia Digital Marketing', 'description': '(00:00) intro Digital marketing kerjaannya ngapain aja sih? terus gimana prospek kerja digital marketing, nah di siap ngantor kali ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/x5K6udV_Vo0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x5K6udV_Vo0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x5K6udV_Vo0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Maukerja Indonesia', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-07T10:00:28Z'}}",893,42,42
hLP_ZUzCSaY,"{'kind': 'youtube#searchResult', 'etag': '7sQXns3jOfI6lh48R157n3FTwpU', 'id': {'kind': 'youtube#video', 'videoId': 'hLP_ZUzCSaY'}, 'snippet': {'publishedAt': '2020-04-10T13:00:12Z', 'channelId': 'UCLUnl9eTPyPl8ZQxhUGGhlQ', 'title': '5 Skill Ilmu Terpenting Digital Marketing (2020) Bagi Pemula Bisnis Online', 'description': '5 Skill Ilmu Terpenting Digital Marketing (2020) Bagi Pemula Bisnis Online Ilmu belajar digital marketing ada banyak, namun di ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/hLP_ZUzCSaY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hLP_ZUzCSaY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hLP_ZUzCSaY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Teknobie', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-10T13:00:12Z'}}",8922,419,419
VoVG9Kur-wM,"{'kind': 'youtube#searchResult', 'etag': 'M2JzcE05Mr0nCwizzcSTRtvPcYs', 'id': {'kind': 'youtube#video', 'videoId': 'VoVG9Kur-wM'}, 'snippet': {'publishedAt': '2021-01-13T00:00:54Z', 'channelId': 'UCnBbolAKpFYQqEG7LkD67CA', 'title': 'Mengapa DIGITAL MARKETING menjadi Penting - Tom MC Ifle', 'description': 'Mengapa DIGITAL MARKETING menjadi Penting Hampir semua usaha sudah mulai terbiasa dengan kondisi saat ini. Dan untuk ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/VoVG9Kur-wM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VoVG9Kur-wM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VoVG9Kur-wM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Tom MC Ifle', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-13T00:00:54Z'}}",2831,106,106
rchKaSMQ__8,"{'kind': 'youtube#searchResult', 'etag': 'AQAeWVNf8JT7Tf7G9tjXvm24U0c', 'id': {'kind': 'youtube#video', 'videoId': 'rchKaSMQ__8'}, 'snippet': {'publishedAt': '2022-02-18T06:11:28Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'Digital Marketing Full Course 2022 | Digital Marketing Tutorial For Beginners | Simplilearn', 'description': 'Free Digital Marketing Course: ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/rchKaSMQ__8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rchKaSMQ__8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rchKaSMQ__8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2022-02-18T06:11:28Z'}}",82777,2162,2162
9XKJMTjQDjA,"{'kind': 'youtube#searchResult', 'etag': 'ZCY0vJt_v1TAyb_V3fUdnxBfPfU', 'id': {'kind': 'youtube#video', 'videoId': '9XKJMTjQDjA'}, 'snippet': {'publishedAt': '2022-01-12T12:00:05Z', 'channelId': 'UCzDNsDnN55mXW65zSGAnHeQ', 'title': 'Training Digital Marketing Untuk Pemula | Digital Marketing Course Purwadhika', 'description': 'Pahami Bagaimana Cara Kerja dan Pemanfaatan Platform Digital Marketing yang Tersedia Digital marketing adalah teknik ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9XKJMTjQDjA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9XKJMTjQDjA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9XKJMTjQDjA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Purwadhika Digital Technology School', 'liveBroadcastContent': 'none', 'publishTime': '2022-01-12T12:00:05Z'}}",481,22,22
FSTY5fU9YA4,"{'kind': 'youtube#searchResult', 'etag': 'zfVE1ofr85BO-5p5He8JFiyc9z0', 'id': {'kind': 'youtube#video', 'videoId': 'FSTY5fU9YA4'}, 'snippet': {'publishedAt': '2019-01-25T14:00:02Z', 'channelId': 'UCs_6DXZROU29pLvgQdCx4Ww', 'title': 'How To Start Social Media Marketing As A Beginner - STEP BY STEP', 'description': 'What If You Knew How To Start Social Media Marketing As A Beginner? Dan Reveals His Success In Doing This In His Brand ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/FSTY5fU9YA4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FSTY5fU9YA4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FSTY5fU9YA4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Dan Lok', 'liveBroadcastContent': 'none', 'publishTime': '2019-01-25T14:00:02Z'}}",539454,18861,18861
KnfJUpwF1Gk,"{'kind': 'youtube#searchResult', 'etag': 'urxktadjeWfb0VwLwpYc0XqY124', 'id': {'kind': 'youtube#video', 'videoId': 'KnfJUpwF1Gk'}, 'snippet': {'publishedAt': '2020-08-31T11:00:10Z', 'channelId': 'UCPMBIK2yBOJB6sgnrXPo7jw', 'title': 'DAY IN THE LIFE OF A DIGITAL MARKETING SPECIALIST', 'description': ""What working in Marketing REALLY looks like. Working a 9-5 job can be different then what some people may expect. I'm taking ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/KnfJUpwF1Gk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KnfJUpwF1Gk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KnfJUpwF1Gk/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Natalia Raquel', 'liveBroadcastContent': 'none', 'publishTime': '2020-08-31T11:00:10Z'}}",379293,7749,7749
MTlBJXkWj8U,"{'kind': 'youtube#searchResult', 'etag': 'YfVzq_BAc8bvaJcg-4CChOY7Uyk', 'id': {'kind': 'youtube#video', 'videoId': 'MTlBJXkWj8U'}, 'snippet': {'publishedAt': '2020-09-22T09:48:28Z', 'channelId': 'UCi3SFlzMRkyqaNpQyVhvXZA', 'title': 'Strategi Digital Marketing Untuk Bikin Warung Ramai!', 'description': 'Di video ini saya membongkar strategi digital marketing untuk Anda yang memiliki warung/cafe dan ingin warung/cafe ini ramai ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/MTlBJXkWj8U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MTlBJXkWj8U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MTlBJXkWj8U/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DennySantoso', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-22T09:48:28Z'}}",51514,1733,1733
nPeRJvosIZM,"{'kind': 'youtube#searchResult', 'etag': 'gwqtaECeOwrczSQH6JtVsLJqDl0', 'id': {'kind': 'youtube#video', 'videoId': 'nPeRJvosIZM'}, 'snippet': {'publishedAt': '2020-10-29T13:00:20Z', 'channelId': 'UCKU0u3VbuYn0wD3CUr-Yn6A', 'title': 'How to Start A Career in Digital Marketing In 2022 | Digital Marketing Training', 'description': 'Learn How to Start A Career in Digital Marketing In 2022 Get FREE access to “The One-Page Marketing Cheatsheet” here: ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/nPeRJvosIZM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nPeRJvosIZM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nPeRJvosIZM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Adam Erhart', 'liveBroadcastContent': 'none', 'publishTime': '2020-10-29T13:00:20Z'}}",54287,2537,2537
s7sUDQni0LI,"{'kind': 'youtube#searchResult', 'etag': 'uJLtNnp4Tbl9QKrssKG-tVuDWdc', 'id': {'kind': 'youtube#video', 'videoId': 's7sUDQni0LI'}, 'snippet': {'publishedAt': '2019-11-18T05:19:20Z', 'channelId': 'UCkw4JCwteGrDHIsyIIKo4tQ', 'title': 'What Is Digital Marketing? | Digital Marketing Tutorial For Beginners | Edureka', 'description': 'Edureka Digital Marketing Course: https://www.edureka.co/post-graduate/digital-marketing-certification ** This Edureka ""What is ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/s7sUDQni0LI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/s7sUDQni0LI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/s7sUDQni0LI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'edureka!', 'liveBroadcastContent': 'none', 'publishTime': '2019-11-18T05:19:20Z'}}",415429,8810,8810
ZVuHLPl69mM,"{'kind': 'youtube#searchResult', 'etag': '9Q3IXSeQjbKZo6u91UGJcI4yfNk', 'id': {'kind': 'youtube#video', 'videoId': 'ZVuHLPl69mM'}, 'snippet': {'publishedAt': '2019-07-24T14:30:04Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'What Is Digital Marketing? | Introduction To Digital Marketing | Digital Marketing | Simplilearn', 'description': 'This Digital Marketing tutorial video will help you learn why Digital Marketing is important, what is Digital Marketing, what are the ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ZVuHLPl69mM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZVuHLPl69mM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZVuHLPl69mM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2019-07-24T14:30:04Z'}}",220750,3462,3462
5Q7xmmzHV8k,"{'kind': 'youtube#searchResult', 'etag': 'RlT_Xx4_cCxBncTMf9CkXsKKUvg', 'id': {'kind': 'youtube#video', 'videoId': '5Q7xmmzHV8k'}, 'snippet': {'publishedAt': '2019-12-23T04:34:49Z', 'channelId': 'UCkw4JCwteGrDHIsyIIKo4tQ', 'title': 'Top 50 Digital Marketing Interview Questions and Answers | Digital Marketing Training | Edureka', 'description': 'Edureka Digital Marketing Course: https://www.edureka.co/post-graduate/digital-marketing-certification ** This Edureka ""Digital ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/5Q7xmmzHV8k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5Q7xmmzHV8k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5Q7xmmzHV8k/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'edureka!', 'liveBroadcastContent': 'none', 'publishTime': '2019-12-23T04:34:49Z'}}",95903,2597,2597
qQdXB8qSY-E,"{'kind': 'youtube#searchResult', 'etag': 'hDqgxxvAPAwMgf1KflVLC8cyOjg', 'id': {'kind': 'youtube#video', 'videoId': 'qQdXB8qSY-E'}, 'snippet': {'publishedAt': '2021-10-20T11:00:26Z', 'channelId': 'UCTs3VX60I6EKrrwdkgrwCGQ', 'title': '21 USEFUL Digital Marketing Tools To Grow Your Business', 'description': ""In this video, you'll learn 21 useful DIGITAL MARKETING TOOLS to grow your business. I've compiled some of the best digital ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/qQdXB8qSY-E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qQdXB8qSY-E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qQdXB8qSY-E/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Aurelius Tjin', 'liveBroadcastContent': 'none', 'publishTime': '2021-10-20T11:00:26Z'}}",497512,30085,30085
h3gm_jd8pCM,"{'kind': 'youtube#searchResult', 'etag': 'dTYtfJPPpjBrRmHmZzn0ivqz61A', 'id': {'kind': 'youtube#video', 'videoId': 'h3gm_jd8pCM'}, 'snippet': {'publishedAt': '2020-12-01T10:22:17Z', 'channelId': 'UCVpnpdggaCkeScgaNpEDtaQ', 'title': '🔴 Understanding Digital Marketing from Top to Bottom: Digital Marketing Introduction', 'description': ""Here's a video on Understanding Digital Marketing from Top to Bottom On average, a digital marketer can earn Php ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/h3gm_jd8pCM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/h3gm_jd8pCM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/h3gm_jd8pCM/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Demi Bernice', 'liveBroadcastContent': 'none', 'publishTime': '2020-12-01T10:22:17Z'}}",10336,306,306
g2AJYuOfBXI,"{'kind': 'youtube#searchResult', 'etag': '6gy6a1yoENFiRjkB6CDgQQbW__8', 'id': {'kind': 'youtube#video', 'videoId': 'g2AJYuOfBXI'}, 'snippet': {'publishedAt': '2021-06-28T14:00:29Z', 'channelId': 'UCl-Zrl0QhF66lu1aGXaTbfw', 'title': 'The Future of Digital Marketing Will Surprise You', 'description': ""Don't try to go viral, post COVID what you're going to see is a lot of people continuing with online commerce, which is going to ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/g2AJYuOfBXI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/g2AJYuOfBXI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/g2AJYuOfBXI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Neil Patel', 'liveBroadcastContent': 'none', 'publishTime': '2021-06-28T14:00:29Z'}}",309200,6644,6644
D0R2l6hUeto,"{'kind': 'youtube#searchResult', 'etag': 'yqjM9gWNleF1cuC75sKLQ2ZXbZg', 'id': {'kind': 'youtube#video', 'videoId': 'D0R2l6hUeto'}, 'snippet': {'publishedAt': '2021-10-07T01:09:33Z', 'channelId': 'UC8C3tWOxNmh0AF_Gd_j_bWg', 'title': 'yang mau kerja di bidang QUALITY CONTROL QC wajib tau Ini, agar tidak salah memilih pekerjaan', 'description': 'Hello guys, welcome to back channel youtube rifasan aka Video kali ini kita mau membahas tentang, seperti apakah kerja ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/D0R2l6hUeto/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/D0R2l6hUeto/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/D0R2l6hUeto/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Rifasan Aka', 'liveBroadcastContent': 'none', 'publishTime': '2021-10-07T01:09:33Z'}}",3631,56,56
N2CbwmPfoKg,"{'kind': 'youtube#searchResult', 'etag': 'm9JpPZ5WPsWzsKSObj4VN_7Oez8', 'id': {'kind': 'youtube#video', 'videoId': 'N2CbwmPfoKg'}, 'snippet': {'publishedAt': '2020-05-14T15:11:12Z', 'channelId': 'UCktnfBg08auWlcC3HItAz1A', 'title': 'Analisis Quality Control SevenTools UMKM Keju Lasi.', 'description': 'Nama : Putri Habibah Bp : 1810552028 M3 Tugas Besar Manajemen Operasi.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/N2CbwmPfoKg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/N2CbwmPfoKg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/N2CbwmPfoKg/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Putri Habibah', 'liveBroadcastContent': 'none', 'publishTime': '2020-05-14T15:11:12Z'}}",12,2,2
nGKPf0GMFK8,"{'kind': 'youtube#searchResult', 'etag': 'XQ0PrqFMeVfIU6zK_CiQZEP9U-Y', 'id': {'kind': 'youtube#video', 'videoId': 'nGKPf0GMFK8'}, 'snippet': {'publishedAt': '2021-10-30T10:31:28Z', 'channelId': 'UCjEHpvyoxRQJFz5Jy-zJGJQ', 'title': 'Tugas Total Quality Control - Kunjungan observasi umkm', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/nGKPf0GMFK8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nGKPf0GMFK8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nGKPf0GMFK8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': ""Nurul Sa'adaturrifni"", 'liveBroadcastContent': 'none', 'publishTime': '2021-10-30T10:31:28Z'}}",9,1,1
