videoId,title,genres,metaData
JfJVQjHMaKo,PT. INDOTOP BERKAH ABADI // Import Barang Resmi ( Distributor Perlengkapan Rumah tangga ),['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'oELOiMEzq6eixJiAeugYQlsSrik', 'id': {'kind': 'youtube#video', 'videoId': 'JfJVQjHMaKo'}, 'snippet': {'publishedAt': '2020-09-18T03:37:55Z', 'channelId': 'UCO_TYLhPLXC6Ra9MfFbIyBw', 'title': 'PT. INDOTOP BERKAH ABADI // Import Barang Resmi ( Distributor Perlengkapan Rumah tangga )', 'description': 'PT. INDOTOP BERKAH ABADI Menyediakan berbagai perlengkapan rumah tangga kebutuhan kamu. Kami juga sedang mencari ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/JfJVQjHMaKo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JfJVQjHMaKo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JfJVQjHMaKo/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'INDOTOP ABADI', 'liveBroadcastContent': 'none', 'publishTime': '2020-09-18T03:37:55Z'}}"
ia7159-Dbi0,GROSIR PERABOTAN TERBESAR DAN TERMURAH dan bisa eceran,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'CSkeoHHQ4fruDFqKH8gsY0ZX-SU', 'id': {'kind': 'youtube#video', 'videoId': 'ia7159-Dbi0'}, 'snippet': {'publishedAt': '2021-08-12T07:12:30Z', 'channelId': 'UCrYaA_xKf3hRE6yaViV8GsA', 'title': 'GROSIR PERABOTAN TERBESAR DAN TERMURAH dan bisa eceran', 'description': 'Bagi kalaian yang mau belanja parabotan bisa langsung ke lokasi, tempat grosir terbesar di kab subang jawa barat, samping ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ia7159-Dbi0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ia7159-Dbi0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ia7159-Dbi0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Husen Husen', 'liveBroadcastContent': 'none', 'publishTime': '2021-08-12T07:12:30Z'}}"
X6I0-GL7E8U,Grosir Alat Alat Rumah tangga,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'G0k_946Ai4ZfjlxLgLTo1rAGGY8', 'id': {'kind': 'youtube#video', 'videoId': 'X6I0-GL7E8U'}, 'snippet': {'publishedAt': '2021-03-02T06:05:20Z', 'channelId': 'UCH2_cJHLdj53YNdI2JEVtCA', 'title': 'Grosir Alat Alat Rumah tangga', 'description': 'Buat kalian yg ingin membuka usaha berdagang peralatan rumah tangga atau parabot, di Cikarang ada tempat Grosit alat alat ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/X6I0-GL7E8U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/X6I0-GL7E8U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/X6I0-GL7E8U/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Din Wastu Chanel', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-02T06:05:20Z'}}"
MVYWEHckWw4,Belanja barang Perabot Gocengan di lokasi agen,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'uyTz3HgqMNNd9ReudJ3MzNozxBo', 'id': {'kind': 'youtube#video', 'videoId': 'MVYWEHckWw4'}, 'snippet': {'publishedAt': '2020-06-24T00:01:58Z', 'channelId': 'UCt89hE_nClWeWdtvIPW3jag', 'title': 'Belanja barang Perabot Gocengan di lokasi agen', 'description': 'Perabot #PerabotSerbaGoceng #PerabotRumahTangga #PerabotanRumahTangga #PerabotGoceng #PerabotanGoceng ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/MVYWEHckWw4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MVYWEHckWw4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MVYWEHckWw4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Perabot Goceng', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-24T00:01:58Z'}}"
wlpEIG65_Fo,Perabotan Rumah Tangga Serbaguna Super Lengkap &amp; Murah || Bisa Beli Online,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'H0PMEkMUUTrPOn8IrleLrCBtz-g', 'id': {'kind': 'youtube#video', 'videoId': 'wlpEIG65_Fo'}, 'snippet': {'publishedAt': '2021-11-03T11:30:13Z', 'channelId': 'UCauWTReGWL18v91LNPp3GlA', 'title': 'Perabotan Rumah Tangga Serbaguna Super Lengkap &amp; Murah || Bisa Beli Online', 'description': 'Hi guys video kali ini kita ajak kalian ke Toko Perabotan Ong HouseWare. Di sini perabotannya lengkap banget guys. Kalian juga ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/wlpEIG65_Fo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wlpEIG65_Fo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wlpEIG65_Fo/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Borong Channel', 'liveBroadcastContent': 'none', 'publishTime': '2021-11-03T11:30:13Z'}}"
leKnPibqCBw,TIDAK DISANGKA DISINI TEMPATNYA PERABOTAN RUMAH TANGGA MURAH DAN LENGKAP,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'LZZqN1fPLHPXSwBsGmb5brk8JUo', 'id': {'kind': 'youtube#video', 'videoId': 'leKnPibqCBw'}, 'snippet': {'publishedAt': '2020-07-24T05:38:02Z', 'channelId': 'UCF8Hus-JFbJve2RhgQ_JctQ', 'title': 'TIDAK DISANGKA DISINI TEMPATNYA PERABOTAN RUMAH TANGGA MURAH DAN LENGKAP', 'description': 'Buat teman-teman yang sedang mencari tempat beli perabotan murah di video kita TIDAK DISANGKA DISINI TEMPATNYA ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/leKnPibqCBw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/leKnPibqCBw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/leKnPibqCBw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'PASPAL', 'liveBroadcastContent': 'none', 'publishTime': '2020-07-24T05:38:02Z'}}"
GDvUv2pwRK4,PERABOTAN RUMAH TANGGA LENGKAP DAN MURAH,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'p0vM_UNkVZUQF8Ud1SGX0mUJA2k', 'id': {'kind': 'youtube#video', 'videoId': 'GDvUv2pwRK4'}, 'snippet': {'publishedAt': '2021-10-14T12:04:55Z', 'channelId': 'UCauWTReGWL18v91LNPp3GlA', 'title': 'PERABOTAN RUMAH TANGGA LENGKAP DAN MURAH', 'description': 'Hi guys video kali ini kita ke toko Perabotan Kristal. Perabotan di sini lengkap banget dan harganya juga murah. Semoga ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/GDvUv2pwRK4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GDvUv2pwRK4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GDvUv2pwRK4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Borong Channel', 'liveBroadcastContent': 'none', 'publishTime': '2021-10-14T12:04:55Z'}}"
1_kEhpPuIc4,🔴RB Elektronik : SUPPLIER TANGAN PERTAMA ALAT ELEKTRONIK RUMAH TANGGA TERIMA RESI OTOMATIS,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'u9uEPJiEXutYsKANgqM2wID86Sc', 'id': {'kind': 'youtube#video', 'videoId': '1_kEhpPuIc4'}, 'snippet': {'publishedAt': '2021-07-21T08:56:33Z', 'channelId': 'UCTq5VLeiw7znH42Oq9xUBCw', 'title': '🔴RB Elektronik : SUPPLIER TANGAN PERTAMA ALAT ELEKTRONIK RUMAH TANGGA TERIMA RESI OTOMATIS', 'description': 'Join Grup Marketplace Tips Yuk, share materi dan Diskusi➜ https://bit.ly/GrupMarketplaceTips Cek Video Menarik Lainnya ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/1_kEhpPuIc4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1_kEhpPuIc4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1_kEhpPuIc4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Marketplace Tips', 'liveBroadcastContent': 'none', 'publishTime': '2021-07-21T08:56:33Z'}}"
GX-14wX7hGU,PUSAT GROSIR PERABOTAN RUMAH TANGGA || JEMBATAN LIMA JAKARTA BARAT,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': '7LrnTZYqGD-kcD4ssfyuCOAhlrQ', 'id': {'kind': 'youtube#video', 'videoId': 'GX-14wX7hGU'}, 'snippet': {'publishedAt': '2021-07-30T13:25:17Z', 'channelId': 'UCAn0MNcsqnI0dqxzjNmn-eg', 'title': 'PUSAT GROSIR PERABOTAN RUMAH TANGGA || JEMBATAN LIMA JAKARTA BARAT', 'description': 'perabotanrumahtangga#grosirperalatanrumahtangga#perabotanjembatanlima #tokogrosirperabotanjakarta ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/GX-14wX7hGU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GX-14wX7hGU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GX-14wX7hGU/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Rahmat Doank', 'liveBroadcastContent': 'none', 'publishTime': '2021-07-30T13:25:17Z'}}"
4GV93ytZMHw,REKOMENDASI 11 TOKO PERALATAN RUMAH TANGGA TERMURAH DI SHOPEE,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'nwDo4kKWvNvez5y6CliTU-fku8s', 'id': {'kind': 'youtube#video', 'videoId': '4GV93ytZMHw'}, 'snippet': {'publishedAt': '2020-10-06T08:39:51Z', 'channelId': 'UCRJaIdd2YHKrqtzDVSVSe0w', 'title': 'REKOMENDASI 11 TOKO PERALATAN RUMAH TANGGA TERMURAH DI SHOPEE', 'description': 'REKOMENDASI 11 TOKO PERALATAN RUMAH TANGGA TERMURAH DI SHOPEE #rekomendasi #tokotermurah #termurah ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/4GV93ytZMHw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4GV93ytZMHw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4GV93ytZMHw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Rumah Kreasi Bunda', 'liveBroadcastContent': 'none', 'publishTime': '2020-10-06T08:39:51Z'}}"
yEmjvg7NsZ8,Toko Alat Perabotan Rumah Tangga Lengkap Di Cirebon,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': '6hkHjrWJFEtWL9YFH2zK_iOqUHY', 'id': {'kind': 'youtube#video', 'videoId': 'yEmjvg7NsZ8'}, 'snippet': {'publishedAt': '2021-08-26T22:37:49Z', 'channelId': 'UCnvtwfPCmFRMtTyoqJcK26A', 'title': 'Toko Alat Perabotan Rumah Tangga Lengkap Di Cirebon', 'description': 'Assalammualaikum Wr.Wb.. Salam sejahtera buat sahabat semua. Dalam video ini menayangkan toko perabotan rumah tangga ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/yEmjvg7NsZ8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yEmjvg7NsZ8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yEmjvg7NsZ8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Kang Nano Channel', 'liveBroadcastContent': 'none', 'publishTime': '2021-08-26T22:37:49Z'}}"
WQTiwfNQWw4,Suplayer alat dapur untuk distributos di indonesia menjual ecer harga grosir &amp; grosir harga pabrik,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'r6Bjq2_fy8cV1QLshHOaeaGWAaA', 'id': {'kind': 'youtube#video', 'videoId': 'WQTiwfNQWw4'}, 'snippet': {'publishedAt': '2019-08-05T20:28:56Z', 'channelId': 'UCnrmZrAQ4d9ZrMfg6vHWdRQ', 'title': 'Suplayer alat dapur untuk distributos di indonesia menjual ecer harga grosir &amp; grosir harga pabrik', 'description': 'Kami satu satunya suplyer dari surabaya yang menjual alat dapur murah dan termurah bagi distributor, toko, resseler dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/WQTiwfNQWw4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WQTiwfNQWw4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WQTiwfNQWw4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Toko Murah Surabaya', 'liveBroadcastContent': 'none', 'publishTime': '2019-08-05T20:28:56Z'}}"
167SBeQnWV8,Supplier alat RUMAH TANGGA #DAPUR #SUPPLIER,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'FeOAO459oAfxy2OKD-SnRZC13sQ', 'id': {'kind': 'youtube#video', 'videoId': '167SBeQnWV8'}, 'snippet': {'publishedAt': '2022-04-15T06:20:34Z', 'channelId': 'UCws1vlYkzo5N6BpY4dF2h8w', 'title': 'Supplier alat RUMAH TANGGA #DAPUR #SUPPLIER', 'description': 'TONTON sampai akhir agar informasinya jelas Berikut LINK yang ada di video : Set Sapu Pembersih Dan Pengki ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/167SBeQnWV8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/167SBeQnWV8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/167SBeQnWV8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ide Kreatif Ibu', 'liveBroadcastContent': 'none', 'publishTime': '2022-04-15T06:20:34Z'}}"
LOhdcJmZKSs,BELI PERABOT PLASTIK DI UD. SIDO MUMBUL SURABAYA ASLI LENGKAP DAN MURMER | INANA,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'h5x4XAIOTRLafUtdGZxLm2ThAAI', 'id': {'kind': 'youtube#video', 'videoId': 'LOhdcJmZKSs'}, 'snippet': {'publishedAt': '2020-12-06T00:43:39Z', 'channelId': 'UCs-bEHuAUJ0eLDC13dZib7w', 'title': 'BELI PERABOT PLASTIK DI UD. SIDO MUMBUL SURABAYA ASLI LENGKAP DAN MURMER | INANA', 'description': 'UD.SIDO MUMBUL toko perabot plastik yang lumayan lengkap dengan harga yang terjangkau Jln. Dupak No. 63 Pertokoan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/LOhdcJmZKSs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LOhdcJmZKSs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LOhdcJmZKSs/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'INANA', 'liveBroadcastContent': 'none', 'publishTime': '2020-12-06T00:43:39Z'}}"
e9bYabBFb4k,LIVE GUDANG AHPS PUSAT GROSIR YANG MAU JADI RESELER SILAKAN,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'WuyLLtRckES-k6XXtSW9Yz5rNGI', 'id': {'kind': 'youtube#video', 'videoId': 'e9bYabBFb4k'}, 'snippet': {'publishedAt': '2020-06-12T07:10:20Z', 'channelId': 'UCz30VBrSSj4fVGCSl8VuDfA', 'title': 'LIVE GUDANG AHPS PUSAT GROSIR YANG MAU JADI RESELER SILAKAN', 'description': 'instagram:https://www.instagram.com/ahpsbanyuwangi/ AH POWER SHOP(AHPS GROSIR) Perum pengatigan, Barat pangklang ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/e9bYabBFb4k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/e9bYabBFb4k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/e9bYabBFb4k/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'AHPS STORE CHANEL', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-12T07:10:20Z'}}"
QX0HvgQJjow,PABRIK PLASTIK[Peluang usaha alat rumah tangga],['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'cq1xrDj8iP3Q8A5ccpuzn0hwImM', 'id': {'kind': 'youtube#video', 'videoId': 'QX0HvgQJjow'}, 'snippet': {'publishedAt': '2021-01-12T11:48:06Z', 'channelId': 'UC9sTehyTchEuQR8e2OgO57g', 'title': 'PABRIK PLASTIK[Peluang usaha alat rumah tangga]', 'description': 'Created by InShot:https://inshotapp.com/share/youtube.html #PABRIKPLASTIK #PABRIKPERALATANRUMAHTANGGA ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/QX0HvgQJjow/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QX0HvgQJjow/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QX0HvgQJjow/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Sobirin Silver', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-12T11:48:06Z'}}"
LTX7OPKiS4Q,PELUANG BISNIS | GROSIRAN PRABOT RUMAH TANGGA MAKASSAR | HARGA MURAH,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'Oi9pC0Soub0HvkY0_MNU0v2Zr5k', 'id': {'kind': 'youtube#video', 'videoId': 'LTX7OPKiS4Q'}, 'snippet': {'publishedAt': '2021-01-05T21:47:25Z', 'channelId': 'UCC4KKSOf4MlVJXhDbDy7Wcg', 'title': 'PELUANG BISNIS | GROSIRAN PRABOT RUMAH TANGGA MAKASSAR | HARGA MURAH', 'description': 'RAMESA GROSIR Menyediakan berbagai perlengkapan rumah tangga kebutuhan kamu. Kami juga sedang mencari yang ingin ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/LTX7OPKiS4Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LTX7OPKiS4Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LTX7OPKiS4Q/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ramesa Grosir', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-05T21:47:25Z'}}"
Jakwm_qFafQ,PALINGCOCOK WA0813-2566-9656 DISTRIBUTOR peralatan rumah tangga portable Limbangan Selima Elektronik,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'eJd-JL24N3Zx53z-gYSKBjlrkGo', 'id': {'kind': 'youtube#video', 'videoId': 'Jakwm_qFafQ'}, 'snippet': {'publishedAt': '2021-03-10T15:54:42Z', 'channelId': 'UCHMnYt41TKTlYhPiRtN7zrA', 'title': 'PALINGCOCOK WA0813-2566-9656 DISTRIBUTOR peralatan rumah tangga portable Limbangan Selima Elektronik', 'description': 'toko mebel dan elektronik kendal, toko furniture dan elektronik batang, toko eletronik dan furniture kaliwungu, toko elektronik dan ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Jakwm_qFafQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Jakwm_qFafQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Jakwm_qFafQ/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Jual Mebel Furniture dan Elektronik Kendal', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-10T15:54:42Z'}}"
EdCnJDUkQ4k,BELANJA PERABOTAN RUMAH TANGGA LENGKAP DAN MURAH DI TOKO AGUNG,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'P76195Ty1ff_QbpCBpl7SA295JM', 'id': {'kind': 'youtube#video', 'videoId': 'EdCnJDUkQ4k'}, 'snippet': {'publishedAt': '2020-12-29T22:05:49Z', 'channelId': 'UCYK5ReRY9f368CtD8Kni1SQ', 'title': 'BELANJA PERABOTAN RUMAH TANGGA LENGKAP DAN MURAH DI TOKO AGUNG', 'description': 'BELANJA PERABOTAN RUMAH TANGGA LENGKAP DAN MURAH DI TOKO AGUNG Belanja Perabotan Rumah Tangga ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/EdCnJDUkQ4k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EdCnJDUkQ4k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EdCnJDUkQ4k/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'ALAT PESTA89', 'liveBroadcastContent': 'none', 'publishTime': '2020-12-29T22:05:49Z'}}"
CiNLLPr3euA,TOKO HOUSEWARE LENGKAP &amp; MURAH di MEDAN || Rekomendasi untuk Ibu Rumah Tangga,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'JRD6hhEhwtWggwWQI1m7-2Uyw5E', 'id': {'kind': 'youtube#video', 'videoId': 'CiNLLPr3euA'}, 'snippet': {'publishedAt': '2021-01-24T01:50:28Z', 'channelId': 'UCoktg6T46E_y76XJ2cVMnKA', 'title': 'TOKO HOUSEWARE LENGKAP &amp; MURAH di MEDAN || Rekomendasi untuk Ibu Rumah Tangga', 'description': 'Horas Eda, semangat pagi! Kemarin aku belanja di salah satu grosiran houseware di daerah Johor kota Medan. Semoga ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/CiNLLPr3euA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CiNLLPr3euA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CiNLLPr3euA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'SM FAMILY CHANNEL', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-24T01:50:28Z'}}"
UDecbQnBZAs,SURGA PERABOT TERLENGKAP DI JAKARTA! AUTO BETAH ~ KJ PERABOT,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'Nh6fHRXjt3pEdFlUPselGjBervw', 'id': {'kind': 'youtube#video', 'videoId': 'UDecbQnBZAs'}, 'snippet': {'publishedAt': '2021-03-12T04:47:30Z', 'channelId': 'UCHV7zVOPjb5tMr7aDVa3jjg', 'title': 'SURGA PERABOT TERLENGKAP DI JAKARTA! AUTO BETAH ~ KJ PERABOT', 'description': 'kjperabot #homedecor #perabotmurah SURGA PERABOT TERLENGKAP DI JAKARTA! AUTO BETAH ~ KJ PERABOT Alamat KJ ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/UDecbQnBZAs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UDecbQnBZAs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UDecbQnBZAs/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Ruhul Atsa', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-12T04:47:30Z'}}"
rq7B1IB7ln4,"PUSAT PERALATAN DAPUR HARGA PABRIK, DIJAMIN MURAAHH !! KEDAUNG GROUP SURABAYA",['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'AjbA4SBg611PWGQKBdFC0-U-JGQ', 'id': {'kind': 'youtube#video', 'videoId': 'rq7B1IB7ln4'}, 'snippet': {'publishedAt': '2021-01-23T09:03:57Z', 'channelId': 'UCf6BclHxEfVFRmmFjr9pi1A', 'title': 'PUSAT PERALATAN DAPUR HARGA PABRIK, DIJAMIN MURAAHH !! KEDAUNG GROUP SURABAYA', 'description': 'Disini pusatnnya peralatan dapur yang terbuat dari kaca, porcelin & enamel dengan harga murah meriah langsung dari ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/rq7B1IB7ln4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rq7B1IB7ln4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rq7B1IB7ln4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Mevian Channel', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-23T09:03:57Z'}}"
9buUslyyPow,Rekomendasi Supplier Langsung dari Pabrik 2021 |  Untuk Jualan di Tokopedi Shopee Bukalapak,['supplier peralatan rumah tangga'],"{'kind': 'youtube#searchResult', 'etag': 'EXhltqvlOmwdt425sLW5um8bl64', 'id': {'kind': 'youtube#video', 'videoId': '9buUslyyPow'}, 'snippet': {'publishedAt': '2021-02-28T16:02:12Z', 'channelId': 'UCVExqCw7hFJzg4jDrt4YnGg', 'title': 'Rekomendasi Supplier Langsung dari Pabrik 2021 |  Untuk Jualan di Tokopedi Shopee Bukalapak', 'description': 'Hai juragan divideo ini gue akan share Rekomendasi Supplier Langsung dari Pabrik 202. video ini adalah kelanjutan dari video ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9buUslyyPow/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9buUslyyPow/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9buUslyyPow/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Sahlan Ridwan', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-28T16:02:12Z'}}"
