Video ID,Title,kuliner,homecare,healthcare,tutorial,ecommerce,marketing,review
224,Cara Mencari Supplier Tangan Pertama Bagi Dropshipper | Supplier Terbaik Online dan Offline (2021),1,1,1,1,1,0,0
225,Cara Mendapatkan Supplier (Pemasok) pada Toko Bangunan. (2021),0,1,0,1,1,0,0
226,CARA MENCARI DISTRIBUTOR FROZEN FOOD (2021),1,1,1,1,1,0,0
227,TERBONGKAR! CARA MENCARI SUPLIER RESI OTOMATIS DROPSHIP MARKETPLACE (2021),1,1,1,1,1,0,0
228,Cara Mudah Dapat Supplier Resi Otomatis (2021),1,1,1,1,1,0,0
229,Cara mencari distributor dan sales dari produk yang kita mau jual lagi (2021),1,1,1,1,1,0,0
230,CARA MEMBUAT SUPPLIER MENCARI KITA (2021),1,1,1,1,1,0,0
231,TERBARU 2022.CARA RISET SUPPLIER DARI MARKETPLACE.BISA LANGSUNG COPY PRODUK SUPPLIER KE TOKO KALIAN! (2021),1,1,1,1,1,0,0
232,CARA MENCARI SUPLIER TOKO PLASTIK (2021),0,1,0,1,1,0,0
233,cara mencari distributor sembako murah / toko grosir sembako @MOBIL iim (2021),0,1,0,1,1,0,0
234,5 Peluang Bisnis di Bidang Kesehatan. Mulia dan Menjanjikan! (2021),0,0,1,1,0,0,0
235,Kerja Sama Dunia Alkes (2021),0,0,1,0,0,0,0
236,MENGAPA MEMILIH USAHA TOKO ALKES ??? | PART 2 (2021),0,0,1,1,0,0,0
237,Ide Bisnis Kesehatan Rumah Sehat Thohiroh | NiagaTVdotcom (2021),1,1,1,0,0,0,0
238,IDE BISNIS UNIK YANG MASIH JARANG DI INDONESIA (2021),1,1,1,1,0,0,0
239,Sederhana tapi Kok Kita Nggak Kepikiran ya?!! Sampai Puntung Rokok pun Bisa Dimanfaatkan #YtCrash (2021),0,1,0,1,0,0,0
240,BISNIS JASA YANG MENGUNTUNGKAN (2021),0,1,0,0,0,0,0
241,"Strategi marketing bisnis alat terapi kesehatan, memberikan bukti sebelum bertraksaksi (2021)",0,1,1,0,0,0,0
242,Peluang Bisnis Di Bidang Kesehatan Yang Potensial (2021),0,0,1,0,0,0,0
243,Pundi Pundi Rupiah Selalu Mengalir Dengan Bisnis Ini || IDE BISNIS (2021),1,1,1,1,0,0,0
244,Karir Dokter : Menjadi Pemilik Klinik BPJS - Aprelea Noni (2021),0,0,1,0,0,0,0
245,REKOMENDASI SUPPLIER TANGAN PERTAMA HOME DECOR ATAU PERABOT RUMAH TANGGA LANGSUNG DARI PABRIKNYA (2021),0,1,0,0,0,0,0
246,10 Ide Usaha Rental Kreatif yang Menguntungkan (2021),0,1,0,1,0,0,0
247,Peluang Bisnis Unik yang Belum Ada di Indonesia ditahun 2021!!! #BisnisTanpaSaingan #Bisnis2021 (2021),1,1,1,0,0,0,0
248,INILAH HAL-HAL YANG DIPERHATIKAN SEBELUM MEMBUKA KLINIK SENDIRI || Buka klinik mandiri (2021),0,0,1,1,0,0,0
249,7 Peluang Usaha Yang Tidak Ada Matinya (2021),1,1,1,0,0,0,0
250,8 USAHA KREATIF INI JARANG DILIRIK PENGUSAHA (2021),1,1,1,0,0,0,0
251,Prospek Bisnis di Industri Jaga Kesehatan (2021),0,0,1,0,0,0,0
252,SAINGAN NYA JARANG !! ide usaha yang potensial di tahun 2022 ~ ide usaha di kampung ~ ide usaha (2021),1,1,1,0,0,0,0
253,Money Maker - Segarnya Bisnis Minuman Sehat (2021),1,0,1,1,0,0,0
254,CARA MEMULAI USAHA TOKO PLASTIK (2021),0,1,0,1,0,0,0
255,CUMA INI ALAT USAHA SNACK - USAHA MODAL KECIL UNTUNG BESAR (2021),1,0,0,1,0,0,0
256,IDE BISNIS RAMUAN CINTA BY DR. ZAIDUL AKBAR (2021),1,1,0,1,0,0,1
257,ide kreatif || ide usaha modal kecil #alat sederhana #sayapmedan (2021),0,1,0,0,0,0,0
258,IDE PRODUK DI ERA PANDEMIK COVID 19 Peluang Usaha Saat Corona (2021),1,1,1,0,0,0,0
259,"3,5 JUTA PERHARI!! JUALAN INI AWALNYA DIMULAI TANPA MODAL | IDE USAHA MODAL KECIL 2021 (2021)",1,0,0,1,0,0,0
260,TIPS BISNIS SUKSES : 3 CARA MARKETING AMPUH UNTUK PEBISNIS PEMULA - COACH HENDRA HILMAN (2021),1,1,1,1,0,0,0
261,IDE BISNIS DI TAHUN 2022 | PELUANG BAGI PEMULA (2021),1,1,1,1,0,0,0
262,NITROGEN CAIR BERBAHAYA? CIKI KEBUL | Breakdown Kuliner #3 (2021),1,0,0,0,0,0,1
263,"PELUANG USAHA UNTUNG MELIMPAH, JUALAN SEPATU DARI SPORT STATION (2021)",0,1,0,1,1,1,0
264,CARI IDE KONTEN POSTINGAN DALAM WAKTU SINGKAT (2021),0,0,0,1,1,1,0
265,IDE BISNIS 2022 (2021),1,1,1,0,0,0,0
266,Inovasi Terbaik Anak Indonesia di Bidang Kesehatan (2021),0,0,1,0,0,0,1
267,Untungnya Lumayan membuat sarung bantal .mudah banget#menjahit #konveksi (2021),0,1,0,1,0,0,0
268,Kepoin Bagaimana Tantangan &amp; Strategi Pelaku Usaha Bidang Kesehatan - Treepod Investree Podcast (2021),0,0,1,0,0,0,0
269,"6 Jenis Ide Bisnis Wirausaha Tak Akan Habis Oleh Zaman, Bisa Ratusan Juta Perbulan (2021)",1,1,1,1,0,0,0
270,[Liputan] BINUS dan Atmajaya Sepakati Kerja Sama Kompetisi Ide Bisnis Kesehatan (2021),0,0,1,0,0,0,0
271,Ide Bisnis Modal Nipis Di Bulan Puasa (2021),1,0,0,1,0,0,0
272,Ide Bisnis Murah Meriah Lagi Omzetnya JUARA (2021),1,0,0,1,0,0,0
273,"Peluang usaha di kampung 2022 yang potensial, saingan minim (2021)",1,0,0,1,0,0,0
274,DIY Resin Bookmarks | PELUANG USAHA MODAL 15RB-AN bisa untung 100% (2021),0,1,0,1,0,0,1
275,10 Trend yang Bakal Dihadapi Kaum Bisnis di 2022 (2021),0,0,0,1,0,0,0
276,Ide Bisnis Murah Meriah 3000an Modal Ekonomis Untung Manis (2021),0,0,0,1,0,1,0
277,8 Peluang Bisnis yang Mudah Dikembangkan di Tahun 2022 (2021),0,0,0,0,1,1,0
278,Ide Bisnis Modal Kecil Buat Nitip Diwarung | Home Industri (2021),1,0,0,1,0,0,0
279,Lunch Talk: â€œBisnis Kotorâ€ù di Tengah Pandemi #2 (2021),0,0,0,0,1,1,0
280,11 Ide Barang yang Cepat Laku Dijual Online Tahun 2022 (2021),0,0,0,0,1,1,0
281,10 Peluang Pekerjaan/Usaha yang Perlu Diincar di Tahun 2022-2026 | FSP (2021),0,0,0,1,0,0,0
282,CERDAS!! CUMA MODAL ALAT DI PUTER.. KENTANG SPIRAL KEKINIAN INI LARIS MANIS | IDE USAHA IDE JUALAN (2021),1,0,0,1,0,1,1
283,JUAL 3 PRODUK INI MARGIN / PROFIT BESAR ! Produk Laris Manis Jualan Online ! (2021),0,0,0,0,1,0,0

